,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
2086,Pseudomonas~phage~vB_PaeP_p2-10_Or1,Caudovirales,Podoviridae,Bruynoghevirus,101_0,Clustered,13,VC_101_0,13,0.8984,1.0,0.8984,5,1,1,1.0
2087,Pseudomonas~phage~vB_PaeS_PAO1_Ab30,Caudovirales,Siphoviridae,Casadabanvirus,390_0,Clustered,19,VC_390_0,19,0.8352,1.0,0.8352,2,1,1,1.0
2088,Pseudomonas~phage~vB_PaeS_PM105,Caudovirales,Siphoviridae,Beetrevirus,280_0,Clustered,5,VC_280_0,5,0.3132,0.99999993,0.3132,2,1,1,1.0
2089,Pseudomonas~phage~vB_PaeS_SCH_Ab26,Caudovirales,Siphoviridae,Septima3virus,1_0,Clustered,13,VC_1_0,13,0.699,1.0,0.699,5,2,2,1.0
2090,Pseudomonas~phage~vB_Pae_PS44,Caudovirales,Myoviridae,Pbunavirus,275_0,Clustered,27,VC_275_0,27,0.7784,1.0,0.7784,1,1,1,1.0
2091,Pseudomonas~phage~vB_PsyM_KIL1,Caudovirales,Myoviridae,Flaumdravirus,61_0,Clustered,2,VC_61_0,2,0.0925,0.95453208,0.0883,1,1,1,1.0
2092,Pseudomonas~phage~vB_PsyM_KIL4,Caudovirales,Myoviridae,Flaumdravirus,61_0,Clustered,2,VC_61_0,2,0.0925,0.95453208,0.0883,1,1,1,1.0
2093,Pseudomonas~virus~119X,Caudovirales,Podoviridae,Unassigned,478_0,Clustered,2,VC_478_0,2,1.0,1.0,1.0,1,1,1,1.0
2094,Pseudomonas~virus~D3,Caudovirales,Siphoviridae,D3virus,63_2,Clustered,2,VC_63_2,2,0.2391,0.95259127,0.2278,1,1,1,1.0
2095,Pseudomonas~virus~D3112,Caudovirales,Siphoviridae,D3112virus,390_0,Clustered,19,VC_390_0,19,0.8352,1.0,0.8352,2,1,1,1.0
2096,Pseudomonas~virus~DMS3,Caudovirales,Siphoviridae,D3112virus,390_0,Clustered,19,VC_390_0,19,0.8352,1.0,0.8352,2,1,1,1.0
2097,Pseudomonas~virus~F116,Caudovirales,Podoviridae,F116virus,285_0,Clustered,2,VC_285_0,2,0.4495,0.9462552,0.4253,1,1,1,1.0
2098,Pseudomonas~virus~FHA0480,Caudovirales,Siphoviridae,D3112virus,390_0,Clustered,19,VC_390_0,19,0.8352,1.0,0.8352,2,1,1,1.0
2099,Pseudomonas~virus~H66,Caudovirales,Podoviridae,F116virus,285_0,Clustered,2,VC_285_0,2,0.4495,0.9462552,0.4253,1,1,1,1.0
2100,Pseudomonas~virus~KNP,Caudovirales,Autographiviridae,Ghunavirus,321_0,Clustered,18,VC_321_0,18,0.542,1.0,0.542,7,2,1,1.0
2101,Pseudomonas~virus~LPB1,Caudovirales,Siphoviridae,D3112virus,390_0,Clustered,19,VC_390_0,19,0.8352,1.0,0.8352,2,1,1,1.0
2102,Pseudomonas~virus~LUZ24,Caudovirales,Podoviridae,Luz24virus,101_0,Clustered,13,VC_101_0,13,0.8984,1.0,0.8984,5,1,1,1.0
2103,Pseudomonas~virus~M6,Caudovirales,Siphoviridae,Yuavirus,2_0,Clustered,5,VC_2_0,5,0.4892,0.99999994,0.4892,1,1,1,1.0
2104,Pseudomonas~virus~MP22,Caudovirales,Siphoviridae,D3112virus,390_0,Clustered,19,VC_390_0,19,0.8352,1.0,0.8352,2,1,1,1.0
2105,Pseudomonas~virus~MP29,Caudovirales,Siphoviridae,D3112virus,390_0,Clustered,19,VC_390_0,19,0.8352,1.0,0.8352,2,1,1,1.0
2106,Pseudomonas~virus~MP38,Caudovirales,Siphoviridae,D3112virus,390_0,Clustered,19,VC_390_0,19,0.8352,1.0,0.8352,2,1,1,1.0
2107,Pseudomonas~virus~PA1KOR,Caudovirales,Siphoviridae,D3112virus,390_0,Clustered,19,VC_390_0,19,0.8352,1.0,0.8352,2,1,1,1.0
2108,Pseudomonas~virus~PA8P1,Caudovirales,Myoviridae,Pbunavirus,275_0,Clustered,27,VC_275_0,27,0.7784,1.0,0.7784,1,1,1,1.0
2109,Pseudomonas~virus~PMG1,Caudovirales,Siphoviridae,D3virus,63_2,Clustered,2,VC_63_2,2,0.2391,0.95259127,0.2278,1,1,1,1.0
2110,Pseudomonas~virus~PaP3,Caudovirales,Podoviridae,Luz24virus,101_0,Clustered,13,VC_101_0,13,0.8984,1.0,0.8984,5,1,1,1.0
2111,Pseudomonas~virus~Pf1~ERZ-2017,Caudovirales,Autographiviridae,Teseptimavirus,321_0,Clustered,18,VC_321_0,18,0.542,1.0,0.542,7,2,1,1.0
2112,Pseudomonas~virus~WRT,Caudovirales,Autographiviridae,Ghunavirus,321_0,Clustered,18,VC_321_0,18,0.542,1.0,0.542,7,2,1,1.0
2113,Pseudomonas~virus~Yua,Caudovirales,Siphoviridae,Yuavirus,2_0,Clustered,5,VC_2_0,5,0.4892,0.99999994,0.4892,1,1,1,1.0
2114,Pseudomonas~virus~phi6,Mindivirales,Cystoviridae,Cystovirus,481_0,Clustered,2,VC_481_0,2,0.6558,0.86822376,0.5694,1,1,1,1.0
2115,Pseudomonas~virus~phiCTX,Caudovirales,Myoviridae,P2virus,121_0,Clustered,45,VC_121_0,45,0.8177,1.0,0.8177,15,2,2,1.0
2116,Psychrobacter~phage~pOW20-A,Caudovirales,Myoviridae,Unassigned,124_0,Clustered,2,VC_124_0,2,0.0684,0.90542399,0.0619,1,1,1,1.0
2117,Puniceispirillum~phage~HMO-2011,Caudovirales,Podoviridae,Unassigned,449_0,Clustered,2,VC_449_0,2,0.5386,0.5,0.2693,1,1,1,1.0
2118,Pyrobaculum~spherical~virus,Unassigned,Globuloviridae,Globulovirus,482_0,Clustered,2,VC_482_0,2,1.0,1.0,1.0,1,1,1,1.0
2119,Ralstonia~phage~PE226,Tubulavirales,Inoviridae,Parhipatevirus,485_0,Clustered,2,VC_485_0,2,0.6557,0.82711071,0.5423,2,1,1,1.0
2120,Ralstonia~phage~RP12,Caudovirales,Myoviridae,Ripduovirus,345_2,Clustered/Singleton,1,VC_345_2,1,0.0,1.0,0.0,1,1,1,1.0
2121,Ralstonia~phage~RS-PI-1,Caudovirales,Autographiviridae,Ampunavirus,92_0,Clustered,19,VC_92_0,19,0.4231,1.0,0.4231,14,1,1,1.0
2122,Ralstonia~phage~RS-PII-1,Caudovirales,Autographiviridae,Sukuvirus,92_0,Clustered,19,VC_92_0,19,0.4231,1.0,0.4231,14,1,1,1.0
2123,Ralstonia~phage~RS603,Tubulavirales,Inoviridae,Habenivirus,483_0,Clustered,4,VC_483_0,4,0.9623,0.99303904,0.9556,1,1,1,1.0
2124,Ralstonia~phage~RSB1,Caudovirales,Autographiviridae,Higashivirus,92_0,Clustered,19,VC_92_0,19,0.4231,1.0,0.4231,14,1,1,1.0
2125,Ralstonia~phage~RSJ2,Caudovirales,Autographiviridae,Risjevirus,92_0,Clustered,19,VC_92_0,19,0.4231,1.0,0.4231,14,1,1,1.0
2126,Ralstonia~phage~RSJ5,Caudovirales,Autographiviridae,Risjevirus,92_0,Clustered,19,VC_92_0,19,0.4231,1.0,0.4231,14,1,1,1.0
2127,Ralstonia~phage~RSK1,Caudovirales,Podoviridae,Unassigned,57_0,Clustered,5,VC_57_0,5,0.8395,0.99952818,0.8391,1,2,2,1.0
2128,Ralstonia~phage~RSM1,Tubulavirales,Inoviridae,Habenivirus,483_0,Clustered,4,VC_483_0,4,0.9623,0.99303904,0.9556,1,1,1,1.0
2129,Ralstonia~phage~RSM3,Tubulavirales,Inoviridae,Habenivirus,483_0,Clustered,4,VC_483_0,4,0.9623,0.99303904,0.9556,1,1,1,1.0
2130,Ralstonia~phage~RSS0,Tubulavirales,Inoviridae,Unassigned,484_0,Clustered,3,VC_484_0,3,0.8547,0.975127,0.8335,2,1,1,1.0
2131,Ralstonia~phage~RSS1,Tubulavirales,Inoviridae,Restivirus,484_0,Clustered,3,VC_484_0,3,0.8547,0.975127,0.8335,2,1,1,1.0
2132,Ralstonia~phage~RSS20,Tubulavirales,Inoviridae,Unassigned,484_0,Clustered,3,VC_484_0,3,0.8547,0.975127,0.8335,2,1,1,1.0
2133,Ralstonia~phage~RSY1,Caudovirales,Myoviridae,Aresaunavirus,121_0,Clustered,45,VC_121_0,45,0.8177,1.0,0.8177,15,2,2,1.0
2134,Ralstonia~phage~Rs551,Tubulavirales,Inoviridae,Habenivirus,483_0,Clustered,4,VC_483_0,4,0.9623,0.99303904,0.9556,1,1,1,1.0
2135,Ralstonia~phage~RsoM1USA,Caudovirales,Myoviridae,Aresaunavirus,121_0,Clustered,45,VC_121_0,45,0.8177,1.0,0.8177,15,2,2,1.0
2136,Ralstonia~phage~RsoP1IDN,Caudovirales,Autographiviridae,Higashivirus,92_0,Clustered,19,VC_92_0,19,0.4231,1.0,0.4231,14,1,1,1.0
2137,Ralstonia~phage~p12J,Tubulavirales,Inoviridae,Unassigned,485_0,Clustered,2,VC_485_0,2,0.6557,0.82711071,0.5423,2,1,1,1.0
2138,Ralstonia~virus~RSA1,Caudovirales,Myoviridae,P2virus,121_0,Clustered,45,VC_121_0,45,0.8177,1.0,0.8177,15,2,2,1.0
2139,Raoultella~phage~RP180,Caudovirales,Siphoviridae,Kagunavirus,369_0,Clustered,24,VC_369_0,24,0.8632,1.0,0.8632,5,1,1,1.0
2140,Raoultella~phage~Ro1,Caudovirales,Myoviridae,Unassigned,84_1,Clustered,5,VC_84_1,5,0.182,0.9999993,0.182,1,1,1,1.0
2141,Rheinheimera~phage~vB_RspM_Barba18A,Caudovirales,Myoviridae,Barbavirus,87_0,Clustered,5,VC_87_0,5,0.9738,0.99999975,0.9738,1,1,1,1.0
2142,Rheinheimera~phage~vB_RspM_Barba19A,Caudovirales,Myoviridae,Barbavirus,87_0,Clustered,5,VC_87_0,5,0.9738,0.99999975,0.9738,1,1,1,1.0
2143,Rheinheimera~phage~vB_RspM_Barba21A,Caudovirales,Myoviridae,Barbavirus,87_0,Clustered,5,VC_87_0,5,0.9738,0.99999975,0.9738,1,1,1,1.0
2144,Rheinheimera~phage~vB_RspM_Barba5S,Caudovirales,Myoviridae,Barbavirus,87_0,Clustered,5,VC_87_0,5,0.9738,0.99999975,0.9738,1,1,1,1.0
2145,Rheinheimera~phage~vB_RspM_Barba8S,Caudovirales,Myoviridae,Barbavirus,87_0,Clustered,5,VC_87_0,5,0.9738,0.99999975,0.9738,1,1,1,1.0
2146,Rhizobium~phage~RHEph02,Caudovirales,Autographiviridae,Cuernavacavirus,95_0,Clustered,3,VC_95_0,3,0.4056,0.99829102,0.4049,1,1,1,1.0
2147,Rhizobium~phage~RHEph04,Caudovirales,Myoviridae,Rheph4virus,51_0,Clustered,2,VC_51_0,2,0.3946,0.95344826,0.3762,2,1,1,1.0
2148,Rhizobium~phage~RHEph06,Caudovirales,Myoviridae,Kleczkowskavirus,51_0,Clustered,2,VC_51_0,2,0.3946,0.95344826,0.3762,2,1,1,1.0
2149,Rhizobium~phage~RHEph08,Caudovirales,Autographiviridae,Cuernavacavirus,95_0,Clustered,3,VC_95_0,3,0.4056,0.99829102,0.4049,1,1,1,1.0
2150,Rhizobium~phage~RHEph09,Caudovirales,Autographiviridae,Cuernavacavirus,95_0,Clustered,3,VC_95_0,3,0.4056,0.99829102,0.4049,1,1,1,1.0
2151,Rhizobium~phage~RHEph10,Caudovirales,Siphoviridae,Nickievirus,372_1,Clustered/Singleton,1,VC_372_1,1,0.0,1.0,0.0,1,1,1,1.0
2152,Rhizobium~phage~RR1-A,Caudovirales,Myoviridae,Unassigned,181_0,Clustered,4,VC_181_0,4,0.7767,0.99724532,0.7746,1,2,2,1.0
2153,Rhizobium~phage~vB_RleM_P10VF,Caudovirales,Ackermannviridae,Unassigned,36_0,Clustered,2,VC_36_0,2,0.2016,0.95618849,0.1928,1,1,1,1.0
2154,Rhizobium~phage~vB_RleM_PPF1,Caudovirales,Myoviridae,Unassigned,181_0,Clustered,4,VC_181_0,4,0.7767,0.99724532,0.7746,1,2,2,1.0
2155,Rhizobium~phage~vB_RleS_L338C,Caudovirales,Siphoviridae,Unassigned,247_1,Clustered/Singleton,1,VC_247_1,1,0.0,1.0,0.0,1,1,1,1.0
2156,Rhodobacter~phage~RC1,Caudovirales,Siphoviridae,Unassigned,391_0,Clustered,2,VC_391_0,2,0.4186,0.94924033,0.3973,1,1,1,1.0
2157,Rhodobacter~phage~RcCronus,Caudovirales,Siphoviridae,Cronusvirus,364_0,Clustered,2,VC_364_0,2,0.7843,0.93555746,0.7338,1,1,1,1.0
2158,Rhodobacter~phage~RcRhea,Caudovirales,Siphoviridae,Cronusvirus,364_0,Clustered,2,VC_364_0,2,0.7843,0.93555746,0.7338,1,1,1,1.0
2159,Rhodobacter~phage~RcSpartan,Caudovirales,Siphoviridae,Titanvirus,1_0,Clustered,13,VC_1_0,13,0.699,1.0,0.699,5,2,2,1.0
2160,Rhodobacter~phage~RcTitan,Caudovirales,Siphoviridae,Titanvirus,1_0,Clustered,13,VC_1_0,13,0.699,1.0,0.699,5,2,2,1.0
2161,Rhodococcus~phage~CosmicSans,Caudovirales,Siphoviridae,Rerduovirus,427_0,Clustered,5,VC_427_0,5,0.1719,0.99999997,0.1719,3,1,1,1.0
2162,Rhodococcus~phage~Hiro,Caudovirales,Siphoviridae,Rerduovirus,427_0,Clustered,5,VC_427_0,5,0.1719,0.99999997,0.1719,3,1,1,1.0
2163,Rhodococcus~phage~RER2,Caudovirales,Siphoviridae,Rer2virus,427_0,Clustered,5,VC_427_0,5,0.1719,0.99999997,0.1719,3,1,1,1.0
2164,Rhodococcus~phage~RRH1,Caudovirales,Siphoviridae,Unassigned,171_0,Clustered,5,VC_171_0,5,0.7467,0.99987368,0.7466,2,1,1,1.0
2165,Rhodococcus~phage~ReqiPepy6,Caudovirales,Siphoviridae,Pepy6virus,169_1,Clustered,12,VC_169_1,12,0.6338,1.0,0.6338,2,1,1,0.8636
2166,Rhodococcus~phage~ReqiPoco6,Caudovirales,Siphoviridae,Pepy6virus,169_1,Clustered,12,VC_169_1,12,0.6338,1.0,0.6338,2,1,1,0.8636
2167,Rhodococcus~phage~Takoda,Caudovirales,Siphoviridae,Rerduovirus,427_0,Clustered,5,VC_427_0,5,0.1719,0.99999997,0.1719,3,1,1,1.0
2168,Rhodococcus~phage~Trina,Caudovirales,Siphoviridae,Trinavirus,488_0,Clustered,2,VC_488_0,2,0.0533,0.94821906,0.0505,2,1,1,0.0
2169,Rhodococcus~phage~Weasels2,Caudovirales,Siphoviridae,Weaselvirus,488_0,Clustered,2,VC_488_0,2,0.0533,0.94821906,0.0505,2,1,1,0.0
2170,Rhodococcus~virus~RGL3,Caudovirales,Siphoviridae,Unassigned,427_0,Clustered,5,VC_427_0,5,0.1719,0.99999997,0.1719,3,1,1,1.0
2171,Rhodovulum~phage~RS1,Caudovirales,Siphoviridae,Unassigned,391_0,Clustered,2,VC_391_0,2,0.4186,0.94924033,0.3973,1,1,1,1.0
2172,Roseobacter~phage~RD-1410W1-01,Caudovirales,Podoviridae,Baltimorevirus,10_0,Clustered,9,VC_10_0,9,0.4631,1.0,0.4631,2,1,1,1.0
2173,Roseobacter~phage~RDJL~Phi~1,Caudovirales,Siphoviridae,Rdjlvirus,6_0,Clustered,2,VC_6_0,2,0.4922,0.94627926,0.4657,1,1,1,1.0
2174,Roseobacter~phage~RDJL~Phi~2,Caudovirales,Siphoviridae,Rdjlvirus,6_0,Clustered,2,VC_6_0,2,0.4922,0.94627926,0.4657,1,1,1,1.0
2175,Roseobacter~virus~SIO1,Caudovirales,Podoviridae,Unassigned,299_0,Clustered,4,VC_299_0,4,0.709,0.99994625,0.7089,1,1,1,1.0
2176,Roseovarius~Plymouth~podovirus~1,Caudovirales,Podoviridae,Baltimorevirus,10_0,Clustered,9,VC_10_0,9,0.4631,1.0,0.4631,2,1,1,1.0
2177,Ruegeria~phage~DSS3-P1,Caudovirales,Siphoviridae,Unassigned,19_0,Clustered,7,VC_19_0,7,0.1359,0.99968088,0.1358,3,2,2,1.0
2178,Ruegeria~phage~vB_RpoP-V12,Caudovirales,Podoviridae,Baltimorevirus,10_0,Clustered,9,VC_10_0,9,0.4631,1.0,0.4631,2,1,1,1.0
2179,Ruegeria~phage~vB_RpoP-V13,Caudovirales,Podoviridae,Baltimorevirus,10_0,Clustered,9,VC_10_0,9,0.4631,1.0,0.4631,2,1,1,1.0
2180,Salinibacter~virus~M1EM1,Caudovirales,Siphoviridae,Holosalinivirus,493_0,Clustered,2,VC_493_0,2,1.0,1.0,1.0,1,1,1,1.0
2181,Salinibacter~virus~M31CR41-2,Caudovirales,Siphoviridae,Kairosalinivirus,495_0,Clustered,2,VC_495_0,2,0.7554,0.85557782,0.6463,1,1,1,1.0
2182,Salinibacter~virus~M8CC19,Caudovirales,Siphoviridae,Kryptosalinivirus,494_0,Clustered,2,VC_494_0,2,0.7783,0.85557782,0.6659,1,1,1,1.0
2183,Salinibacter~virus~M8CR30-2,Caudovirales,Siphoviridae,Holosalinivirus,493_0,Clustered,2,VC_493_0,2,1.0,1.0,1.0,1,1,1,1.0
2184,Salinibacter~virus~M8CRM1,Caudovirales,Siphoviridae,Kryptosalinivirus,494_0,Clustered,2,VC_494_0,2,0.7783,0.85557782,0.6659,1,1,1,1.0
2185,Salinibacter~virus~SRUTV1,Caudovirales,Siphoviridae,Kairosalinivirus,495_0,Clustered,2,VC_495_0,2,0.7554,0.85557782,0.6463,1,1,1,1.0
2186,Salinivibrio~phage~CW02,Caudovirales,Podoviridae,Unassigned,102_0,Clustered,5,VC_102_0,5,0.5373,0.99999986,0.5373,1,2,2,1.0
2187,Salinivibrio~phage~SMHB1,Caudovirales,Myoviridae,Playavirus,120_0,Clustered,15,VC_120_0,15,0.9036,1.0,0.9036,9,2,2,1.0
2188,Salmonella~phage~1-19,Caudovirales,Demerecviridae,Epseptimavirus,106_0,Clustered,32,VC_106_0,32,0.6526,1.0,0.6526,2,2,1,0.996
2189,Salmonella~phage~1-23,Caudovirales,Demerecviridae,Epseptimavirus,106_0,Clustered,32,VC_106_0,32,0.6526,1.0,0.6526,2,2,1,0.996
2190,Salmonella~phage~1-29,Caudovirales,Demerecviridae,Epseptimavirus,106_0,Clustered,32,VC_106_0,32,0.6526,1.0,0.6526,2,2,1,0.996
2191,Salmonella~phage~100268_sal2,Caudovirales,Siphoviridae,T5virus,106_0,Clustered,32,VC_106_0,32,0.6526,1.0,0.6526,2,2,1,0.996
2192,Salmonella~phage~103203_sal5,Caudovirales,Podoviridae,Lederbergvirus,242_0,Clustered,19,VC_242_0,19,0.5583,1.0,0.5583,2,1,1,0.8421
2193,Salmonella~phage~118970_sal1,Caudovirales,Siphoviridae,Chivirus,18_0,Clustered,20,VC_18_0,20,0.8174,1.0,0.8174,2,2,2,1.0
2194,Salmonella~phage~118970_sal2,Caudovirales,Siphoviridae,T5virus,106_0,Clustered,32,VC_106_0,32,0.6526,1.0,0.6526,2,2,1,0.996
2195,Salmonella~phage~118970_sal3,Caudovirales,Myoviridae,Unassigned,244_0,Clustered,6,VC_244_0,6,0.5213,1.0,0.5213,1,1,1,1.0
2196,Salmonella~phage~118970_sal4,Caudovirales,Podoviridae,Lederbergvirus,242_0,Clustered,19,VC_242_0,19,0.5583,1.0,0.5583,2,1,1,0.8421
2197,Salmonella~phage~2-3,Caudovirales,Demerecviridae,Epseptimavirus,106_0,Clustered,32,VC_106_0,32,0.6526,1.0,0.6526,2,2,1,0.996
2198,Salmonella~phage~3-29,Caudovirales,Demerecviridae,Epseptimavirus,106_0,Clustered,32,VC_106_0,32,0.6526,1.0,0.6526,2,2,1,0.996
2199,Salmonella~phage~35,Caudovirales,Siphoviridae,Chivirus,18_0,Clustered,20,VC_18_0,20,0.8174,1.0,0.8174,2,2,2,1.0
2200,Salmonella~phage~36,Caudovirales,Drexlerviridae,Tlsvirus,311_1,Clustered,13,VC_311_1,13,0.2421,1.0,0.2421,3,2,1,0.9744
2201,Salmonella~phage~37,Caudovirales,Siphoviridae,Chivirus,18_0,Clustered,20,VC_18_0,20,0.8174,1.0,0.8174,2,2,2,1.0
2202,Salmonella~phage~38,Caudovirales,Ackermannviridae,Cba120virus,34_1,Clustered,37,VC_34_1,37,0.4955,1.0,0.4955,3,1,1,1.0
2203,Salmonella~phage~3A_8767,Caudovirales,Autographiviridae,Teseptimavirus,315_0,Clustered,58,VC_315_0,58,0.7527,1.0,0.7527,10,2,1,1.0
2204,Salmonella~phage~64795_sal3,Caudovirales,Siphoviridae,Unassigned,114_0,Clustered,5,VC_114_0,5,0.5875,0.99999994,0.5875,3,1,1,1.0
2205,Salmonella~phage~7-11,Caudovirales,Podoviridae,Unassigned,99_1,Clustered,2,VC_99_1,2,0.08,0.95318003,0.0762,1,1,1,1.0
2206,Salmonella~phage~9NA,Caudovirales,Podoviridae,Nonanavirus,368_0,Clustered,4,VC_368_0,4,0.886,0.99995156,0.886,3,2,1,1.0
2207,Salmonella~phage~BP12A,Caudovirales,Autographiviridae,Berlinvirus,315_0,Clustered,58,VC_315_0,58,0.7527,1.0,0.7527,10,2,1,1.0
2208,Salmonella~phage~BP12B,Caudovirales,Autographiviridae,Zindervirus,325_0,Clustered,23,VC_325_0,23,0.7103,1.0,0.7103,7,2,1,1.0
2209,Salmonella~phage~BP12C,Caudovirales,Siphoviridae,Chivirus,18_0,Clustered,20,VC_18_0,20,0.8174,1.0,0.8174,2,2,2,1.0
2210,Salmonella~phage~BP63,Caudovirales,Myoviridae,Rosemountvirus,52_0,Clustered,7,VC_52_0,7,0.9315,1.0,0.9315,2,1,1,1.0
2211,Salmonella~phage~BPS11Q3,Caudovirales,Siphoviridae,Jerseyvirus,369_0,Clustered,24,VC_369_0,24,0.8632,1.0,0.8632,5,1,1,1.0
2212,Salmonella~phage~BPS15Q2,Caudovirales,Myoviridae,Felixounavirus,20_0,Clustered,24,VC_20_0,24,0.8992,1.0,0.8992,4,1,1,1.0
2213,Salmonella~phage~BPS17L1,Caudovirales,Myoviridae,Felixounavirus,20_0,Clustered,24,VC_20_0,24,0.8992,1.0,0.8992,4,1,1,1.0
2214,Salmonella~phage~BPS17W1,Caudovirales,Myoviridae,Felixounavirus,20_0,Clustered,24,VC_20_0,24,0.8992,1.0,0.8992,4,1,1,1.0
2215,Salmonella~phage~BSP101,Caudovirales,Ackermannviridae,Kuttervirus,34_1,Clustered,37,VC_34_1,37,0.4955,1.0,0.4955,3,1,1,1.0
2216,Salmonella~phage~BSP161,Caudovirales,Autographiviridae,Berlinvirus,315_0,Clustered,58,VC_315_0,58,0.7527,1.0,0.7527,10,2,1,1.0
2217,Salmonella~phage~BSPM4,Caudovirales,Siphoviridae,Chivirus,18_0,Clustered,20,VC_18_0,20,0.8174,1.0,0.8174,2,2,2,1.0
2218,Salmonella~phage~Det7,Caudovirales,Ackermannviridae,Cba120virus,34_1,Clustered,37,VC_34_1,37,0.4955,1.0,0.4955,3,1,1,1.0
2219,Salmonella~phage~Ent1,Caudovirales,Siphoviridae,Jerseyvirus,369_0,Clustered,24,VC_369_0,24,0.8632,1.0,0.8632,5,1,1,1.0
2220,Salmonella~phage~FSL~SP-004,Caudovirales,Myoviridae,Stockinghallvirus,121_0,Clustered,45,VC_121_0,45,0.8177,1.0,0.8177,15,2,2,1.0
2221,Salmonella~phage~FSL~SP-031,Caudovirales,Siphoviridae,Sp31virus,369_0,Clustered,24,VC_369_0,24,0.8632,1.0,0.8632,5,1,1,1.0
2222,Salmonella~phage~FSL~SP-058,Caudovirales,Podoviridae,Sp58virus,11_0,Clustered,5,VC_11_0,5,0.2592,0.99999996,0.2592,2,1,1,1.0
2223,Salmonella~phage~FSL~SP-076,Caudovirales,Podoviridae,Sp58virus,11_0,Clustered,5,VC_11_0,5,0.2592,0.99999996,0.2592,2,1,1,1.0
2224,Salmonella~phage~FSL~SP-101,Caudovirales,Siphoviridae,Jerseyvirus,369_0,Clustered,24,VC_369_0,24,0.8632,1.0,0.8632,5,1,1,1.0
2225,Salmonella~phage~FelixO1,Caudovirales,Myoviridae,Felixo1virus,20_0,Clustered,24,VC_20_0,24,0.8992,1.0,0.8992,4,1,1,1.0
2226,Salmonella~phage~GG32,Caudovirales,Ackermannviridae,Cba120virus,34_1,Clustered,37,VC_34_1,37,0.4955,1.0,0.4955,3,1,1,1.0
2227,Salmonella~phage~IME207,Caudovirales,Siphoviridae,Unassigned,114_0,Clustered,5,VC_114_0,5,0.5875,0.99999994,0.5875,3,1,1,1.0
2228,Salmonella~phage~Jersey,Caudovirales,Siphoviridae,Jerseyvirus,369_0,Clustered,24,VC_369_0,24,0.8632,1.0,0.8632,5,1,1,1.0
2229,Salmonella~phage~KFS-SE1,Caudovirales,Siphoviridae,Chivirus,18_0,Clustered,20,VC_18_0,20,0.8174,1.0,0.8174,2,2,2,1.0
2230,Salmonella~phage~L6jm,Caudovirales,Demerecviridae,Tequintavirus,105_1,Clustered,25,VC_105_1,25,0.543,1.0,0.543,2,2,1,1.0
2231,Salmonella~phage~LSPA1,Caudovirales,Siphoviridae,Jerseyvirus,369_0,Clustered,24,VC_369_0,24,0.8632,1.0,0.8632,5,1,1,1.0
2232,Salmonella~phage~LVR16A,Caudovirales,Demerecviridae,Epseptimavirus,106_2,Clustered/Singleton,1,VC_106_2,1,0.0,1.0,0.0,1,1,1,1.0
2233,Salmonella~phage~Lumpael,Caudovirales,Siphoviridae,Murrayvirus,243_0,Clustered,6,VC_243_0,6,0.71,1.0,0.71,4,2,1,1.0
2234,Salmonella~phage~MA12,Caudovirales,Siphoviridae,Jerseyvirus,369_0,Clustered,24,VC_369_0,24,0.8632,1.0,0.8632,5,1,1,1.0
2235,Salmonella~phage~Marshall,Caudovirales,Ackermannviridae,Vi1virus,34_1,Clustered,37,VC_34_1,37,0.4955,1.0,0.4955,3,1,1,1.0
2236,Salmonella~phage~Maynard,Caudovirales,Ackermannviridae,Vi1virus,34_1,Clustered,37,VC_34_1,37,0.4955,1.0,0.4955,3,1,1,1.0
2237,Salmonella~phage~Mushroom,Caudovirales,Myoviridae,Felixo1virus,20_0,Clustered,24,VC_20_0,24,0.8992,1.0,0.8992,4,1,1,1.0
2238,Salmonella~phage~Mutine,Caudovirales,Ackermannviridae,Kuttervirus,34_1,Clustered,37,VC_34_1,37,0.4955,1.0,0.4955,3,1,1,1.0
2239,Salmonella~phage~NR01,Caudovirales,Demerecviridae,Tequintavirus,105_1,Clustered,25,VC_105_1,25,0.543,1.0,0.543,2,2,1,1.0
2240,Salmonella~phage~OSY-STA,Caudovirales,Demerecviridae,Epseptimavirus,106_0,Clustered,32,VC_106_0,32,0.6526,1.0,0.6526,2,2,1,0.996
2241,Salmonella~phage~P46FS4,Caudovirales,Ackermannviridae,Agtrevirus,34_2,Clustered,7,VC_34_2,7,0.0586,0.98880518,0.058,3,1,1,1.0
2242,Salmonella~phage~PVPSE1,Caudovirales,Myoviridae,Seunavirus,84_2,Clustered,2,VC_84_2,2,0.038,0.92634566,0.0352,2,1,1,1.0
2243,Salmonella~phage~RE-2010,Caudovirales,Myoviridae,Peduovirus,121_0,Clustered,45,VC_121_0,45,0.8177,1.0,0.8177,15,2,2,1.0
2244,Salmonella~phage~S113,Caudovirales,Demerecviridae,Epseptimavirus,106_0,Clustered,32,VC_106_0,32,0.6526,1.0,0.6526,2,2,1,0.996
2245,Salmonella~phage~S114,Caudovirales,Demerecviridae,Epseptimavirus,106_0,Clustered,32,VC_106_0,32,0.6526,1.0,0.6526,2,2,1,0.996
2246,Salmonella~phage~S116,Caudovirales,Demerecviridae,Epseptimavirus,106_0,Clustered,32,VC_106_0,32,0.6526,1.0,0.6526,2,2,1,0.996
